+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_007                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_006                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_005                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_004                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_003                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_002                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux_001                                                                                                                                                                                                                                                       ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|rsp_demux                                                                                                                                                                                                                                                           ; 102   ; 1              ; 2            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_007                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_006                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_005                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_004                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_003                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_002                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux_001                                                                                                                                                                                                                                                         ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_mux                                                                                                                                                                                                                                                             ; 102   ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|cmd_demux                                                                                                                                                                                                                                                           ; 116   ; 64             ; 2            ; 64             ; 793    ; 64              ; 64            ; 64              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_bridge_m0_limiter                                                                                                                                                                                                                                                ; 202   ; 0              ; 0            ; 0              ; 207    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_008|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_008                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_007|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_007                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_006|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_006                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_005|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_005                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_004|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_004                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_003|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_003                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_002|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_002                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_001|the_default_decode                                                                                                                                                                                                                                       ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router_001                                                                                                                                                                                                                                                          ; 94    ; 0              ; 2            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router|the_default_decode                                                                                                                                                                                                                                           ; 0     ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|router                                                                                                                                                                                                                                                              ; 94    ; 0              ; 5            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_crc_inserter_csr_agent_rsp_fifo                                                                                                                                                                                                                              ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_crc_inserter_csr_agent|uncompressor                                                                                                                                                                                                                          ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_crc_inserter_csr_agent                                                                                                                                                                                                                                       ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_statistics_collector_csr_agent_rsp_fifo                                                                                                                                                                                                                      ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_statistics_collector_csr_agent|uncompressor                                                                                                                                                                                                                  ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_statistics_collector_csr_agent                                                                                                                                                                                                                               ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_frame_decoder_avalom_mm_csr_agent_rsp_fifo                                                                                                                                                                                                                   ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_frame_decoder_avalom_mm_csr_agent|uncompressor                                                                                                                                                                                                               ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_frame_decoder_avalom_mm_csr_agent                                                                                                                                                                                                                            ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_packet_underflow_control_avalon_slave_0_agent_rsp_fifo                                                                                                                                                                                                       ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_packet_underflow_control_avalon_slave_0_agent|uncompressor                                                                                                                                                                                                   ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_packet_underflow_control_avalon_slave_0_agent                                                                                                                                                                                                                ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_address_inserter_csr_agent_rsp_fifo                                                                                                                                                                                                                          ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_address_inserter_csr_agent|uncompressor                                                                                                                                                                                                                      ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_address_inserter_csr_agent                                                                                                                                                                                                                                   ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pause_ctrl_gen_csr_agent_rsp_fifo                                                                                                                                                                                                                            ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pause_ctrl_gen_csr_agent|uncompressor                                                                                                                                                                                                                        ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pause_ctrl_gen_csr_agent                                                                                                                                                                                                                                     ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pad_inserter_csr_agent_rsp_fifo                                                                                                                                                                                                                              ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pad_inserter_csr_agent|uncompressor                                                                                                                                                                                                                          ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pad_inserter_csr_agent                                                                                                                                                                                                                                       ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pkt_backpressure_control_csr_agent_rsp_fifo                                                                                                                                                                                                                  ; 134   ; 39             ; 0            ; 39             ; 93     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pkt_backpressure_control_csr_agent|uncompressor                                                                                                                                                                                                              ; 28    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pkt_backpressure_control_csr_agent                                                                                                                                                                                                                           ; 268   ; 39             ; 45           ; 39             ; 278    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_bridge_m0_agent                                                                                                                                                                                                                                                  ; 160   ; 36             ; 67           ; 36             ; 126    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_crc_inserter_csr_translator                                                                                                                                                                                                                                  ; 98    ; 7              ; 13           ; 7              ; 69     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_statistics_collector_csr_translator                                                                                                                                                                                                                          ; 98    ; 7              ; 8            ; 7              ; 74     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_frame_decoder_avalom_mm_csr_translator                                                                                                                                                                                                                       ; 98    ; 7              ; 9            ; 7              ; 73     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_packet_underflow_control_avalon_slave_0_translator                                                                                                                                                                                                           ; 98    ; 7              ; 13           ; 7              ; 36     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_address_inserter_csr_translator                                                                                                                                                                                                                              ; 98    ; 7              ; 12           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pause_ctrl_gen_csr_translator                                                                                                                                                                                                                                ; 98    ; 7              ; 12           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pad_inserter_csr_translator                                                                                                                                                                                                                                  ; 98    ; 7              ; 13           ; 7              ; 69     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_eth_pkt_backpressure_control_csr_translator                                                                                                                                                                                                                      ; 98    ; 7              ; 13           ; 7              ; 69     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1|tx_bridge_m0_translator                                                                                                                                                                                                                                             ; 99    ; 11             ; 2            ; 11             ; 91     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_1                                                                                                                                                                                                                                                                     ; 312   ; 0              ; 0            ; 0              ; 292    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_003|clock_xer                                                                                                                                                                                                                                               ; 95    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_003                                                                                                                                                                                                                                                         ; 97    ; 2              ; 0            ; 2              ; 91     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_002|clock_xer                                                                                                                                                                                                                                               ; 95    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_002                                                                                                                                                                                                                                                         ; 97    ; 2              ; 0            ; 2              ; 91     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_001|clock_xer                                                                                                                                                                                                                                               ; 95    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser_001                                                                                                                                                                                                                                                         ; 97    ; 2              ; 0            ; 2              ; 91     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser|clock_xer                                                                                                                                                                                                                                                   ; 95    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|crosser                                                                                                                                                                                                                                                             ; 97    ; 2              ; 0            ; 2              ; 91     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|rsp_mux|arb|adder                                                                                                                                                                                                                                                   ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|rsp_mux|arb                                                                                                                                                                                                                                                         ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|rsp_mux                                                                                                                                                                                                                                                             ; 183   ; 0              ; 0            ; 0              ; 92     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|rsp_demux_001                                                                                                                                                                                                                                                       ; 93    ; 1              ; 2            ; 1              ; 91     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|rsp_demux                                                                                                                                                                                                                                                           ; 93    ; 1              ; 2            ; 1              ; 91     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|cmd_mux_001                                                                                                                                                                                                                                                         ; 93    ; 0              ; 2            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|eth_10g_design_example_0|eth_10g_mac|mm_interconnect_0|cmd_mux                                                                                                                                                                                                                                                             ; 93    ; 0              ; 2            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
